,Chapter Name,Username,Date,Text,Negative,Neutral,Positive,Compound
188,QUEEN OF DEATH,Midnight_Phantom18,Nov 08 2018, smiling face with heart-eyes  smiling face with heart-eyes  this quote  red heart  red heart  is BEAUTIFUL!!!!!!! ,0.0,0.661,0.339,0.8002
189,QUEEN OF DEATH,darkFortalejo_16,Oct 26 2018,Gosh! He's so handsome ,0.0,0.405,0.595,0.6606
190,QUEEN OF DEATH,darkFortalejo_16,Oct 26 2018,Hephaestus  loudly crying face  ,0.508,0.492,0.0,-0.4767
191,QUEEN OF DEATH,darkFortalejo_16,Oct 26 2018,The slut goddess ,0.655,0.345,0.0,-0.5859
192,QUEEN OF DEATH,darkFortalejo_16,Oct 26 2018,I'm right! I'm right! I'm right! ,0.0,1.0,0.0,0.0
193,QUEEN OF DEATH,darkFortalejo_16,Oct 26 2018,This is true! A womanizer God ,0.0,0.366,0.634,0.636
194,QUEEN OF DEATH,darkFortalejo_16,Oct 26 2018,Persephone is daughter of Demeter (?) Not sure ,0.219,0.781,0.0,-0.2411
195,QUEEN OF DEATH,darkFortalejo_16,Oct 26 2018,This is so true in the Greek myth ,0.0,0.659,0.341,0.5598
196,QUEEN OF DEATH,darkFortalejo_16,Oct 26 2018,Going to check this ,0.0,1.0,0.0,0.0
197,QUEEN OF DEATH,darkFortalejo_16,Oct 26 2018,I'm going to support this! As long as it's Greek mythology! ,0.0,0.753,0.247,0.508
198,QUEEN OF DEATH,darkFortalejo_16,Oct 26 2018,WT!!! WAAAAAAH! I'LL LOVE THIS STORT BECAUSE HADES IS MY HOOOME! OMG! OMG! ,0.0,0.691,0.309,0.7482
199,QUEEN OF DEATH,darkFortalejo_16,Oct 26 2018,OMG! THIS IS SEDUCTING ME TO READ MOREEE! UGH! ,0.315,0.685,0.0,-0.5684
200,QUEEN OF DEATH,darkFortalejo_16,Oct 26 2018,DAMN! I'M GONNA LIKE THIS STORY TBH ,0.285,0.477,0.238,-0.126
201,QUEEN OF DEATH,darkFortalejo_16,Oct 26 2018,Oh em gee! This is very thrilling for the prologue! ,0.0,0.694,0.306,0.6094
202,QUEEN OF DEATH,Armyizlife,Oct 14 2018,Is author a fan of myths? ,0.0,0.635,0.365,0.3182
203,QUEEN OF DEATH,tamtam778,Oct 13 2018,Wasn't Apollo(greek one) the one that has this curse with his lovers where the end up dead or objects? ,0.303,0.575,0.122,-0.7206
204,QUEEN OF DEATH,bitteur,Oct 12 2018,DAMN RIGHT ,0.73,0.27,0.0,-0.4019
205,QUEEN OF DEATH,bitteur,Oct 12 2018,SVSVBSBD YES SIS ,0.0,0.426,0.574,0.4019
206,QUEEN OF DEATH,midas-,Oct 04 2018,You're welcome  red heart  ,0.0,0.5,0.5,0.4588
207,QUEEN OF DEATH,Orphiics,Oct 02 2018,Yes I can't wait for this retelling!!  red heart  I love Hades & Persephone!! ,0.0,0.527,0.473,0.8429
208,QUEEN OF DEATH,AndIOopwhat,Oct 01 2018,This playlist with Lana and the Weeknd is getting me all pumped up ,0.0,1.0,0.0,0.0
209,QUEEN OF DEATH,AndIOopwhat,Oct 01 2018,SEAN ,0.0,1.0,0.0,0.0
210,QUEEN OF DEATH,AndIOopwhat,Oct 01 2018,Thanatos from the other book  face vomiting  ,0.0,1.0,0.0,0.0
211,QUEEN OF DEATH,AndIOopwhat,Oct 01 2018,I am so STOKED FOR THIS ,0.0,1.0,0.0,0.0
212,QUEEN OF DEATH,AndIOopwhat,Oct 01 2018,yesss I love the retellings sooo much ,0.0,0.543,0.457,0.6369
213,QUEEN OF DEATH,AndIOopwhat,Oct 01 2018,YESSSS ,0.0,1.0,0.0,0.0
214,QUEEN OF DEATH,hiddenlikemoon,Sep 30 2018,( yes i am reading and commenting again ) ,0.0,0.649,0.351,0.4019
215,QUEEN OF DEATH,hiddenlikemoon,Sep 30 2018,LANAAAA ,0.0,1.0,0.0,0.0
216,QUEEN OF DEATH,hiddenlikemoon,Sep 30 2018,I have always been so interested in Greek Mythology so i am very excited ,0.0,0.608,0.392,0.7542
217,QUEEN OF DEATH,hiddenlikemoon,Sep 30 2018,YASSSSSSS ,0.0,1.0,0.0,0.0
218,QUEEN OF DEATH,DellaYung,Sep 30 2018,<3 ,0.0,0.0,1.0,0.4404
219,QUEEN OF DEATH,caffeine_free,Sep 25 2018,Oh my god YES!! ,0.0,0.246,0.754,0.7284
220,QUEEN OF DEATH,collaterals,Sep 22 2018,And if you EVEN DARE to  you'll have to deal with us  angry readers ,0.202,0.798,0.0,-0.5106
221,QUEEN OF DEATH,collaterals,Sep 22 2018,YEAH SURE  OFC HE FUCKING IS,0.0,0.471,0.529,0.5423
222,QUEEN OF DEATH,collaterals,Sep 22 2018,YESSSSAA GURL ,0.0,1.0,0.0,0.0
223,QUEEN OF DEATH,ofthestarrysea,Sep 17 2018,I am SO excited ,0.0,0.369,0.631,0.5308
224,QUEEN OF DEATH,ofthestarrysea,Sep 17 2018,yESSSSSS ,0.0,1.0,0.0,0.0
225,QUEEN OF DEATH,ofthestarrysea,Sep 17 2018,AHHH along comes daddy hades ,0.0,1.0,0.0,0.0
226,QUEEN OF DEATH,ofthestarrysea,Sep 17 2018,bARF ,0.0,1.0,0.0,0.0
227,QUEEN OF DEATH,ofthestarrysea,Sep 17 2018,Woo hoo! ,0.0,0.228,0.772,0.5255
228,QUEEN OF DEATH,ofthestarrysea,Sep 17 2018,Yay! Although I'll miss my loves Tristan and Edwina  winking face  winking face  ,0.084,0.527,0.389,0.7777
229,QUEEN OF DEATH,ofthestarrysea,Sep 17 2018,Yes yes yes this all sounds gooooood  clapping hands  clapping hands  clapping hands  ,0.0,0.552,0.448,0.7964
230,QUEEN OF DEATH,ofthestarrysea,Sep 17 2018,Thank the gods because Apollo in crown of glass is the biggest asshole in the universe honestly,0.0,0.732,0.268,0.6705
231,QUEEN OF DEATH,ofthestarrysea,Sep 17 2018,YES WE NEED THAT TRILOGY OMFG loudly crying face  loudly crying face  smiling face with heart-eyes  smiling face with heart-eyes  red heart  red heart  red heart  ,0.169,0.573,0.258,0.4995
232,QUEEN OF DEATH,gracce-,Sep 16 2018,FRICK YES PERSEPHONE IS MY FAVORITE GODDESS ,0.0,0.467,0.533,0.6908
233,QUEEN OF DEATH,-ater-,Sep 15 2018,Where do you read the Poems about them? ,0.0,1.0,0.0,0.0
234,QUEEN OF DEATH,-ater-,Sep 15 2018,It's BAAACKKKKKKKK!!!!!!!!!! ,0.0,1.0,0.0,0.0
235,QUEEN OF DEATH,MoonyChris,Sep 15 2018,YAAAAASAAAAASSSAAAYAYAYJBDIHSTOHAWJVCDIKVDYJBKK ,0.0,1.0,0.0,0.0
236,QUEEN OF DEATH,MoonyChris,Sep 15 2018,That's one juicy pomegranate ,0.0,1.0,0.0,0.0
237,QUEEN OF DEATH,MoonyChris,Sep 15 2018,hElLuVa yEs hE iS a lOvEr ,0.0,0.316,0.684,0.7579
238,QUEEN OF DEATH,MoonyChris,Sep 15 2018,Oh god spitting bars like FIRE  fire  fire  fire  fire  fire  fire  fire  fire  fire  fire  ,0.781,0.086,0.132,-0.9614
239,QUEEN OF DEATH,-_aesthetically_-,Aug 29 2018,yo these are bops ,0.0,1.0,0.0,0.0
240,QUEEN OF DEATH,-_aesthetically_-,Aug 29 2018,ive never heard that version! ,0.0,1.0,0.0,0.0
241,QUEEN OF DEATH,-_aesthetically_-,Aug 29 2018,oh my god i love this version of how how she willingly stays ,0.0,0.613,0.387,0.743
242,QUEEN OF DEATH,_loverose,Aug 23 2018,OOOH LOVE THISS ,0.0,0.323,0.677,0.6369
243,QUEEN OF DEATH,midastouch-,Aug 18 2018,I always get stuck in the hades persephone poems on pinterest ,0.182,0.818,0.0,-0.25
244,QUEEN OF DEATH,steamednoodlesss,Aug 13 2018,I'm so excited face with tears of joy I love Greek mythology ,0.097,0.357,0.546,0.8687
245,QUEEN OF DEATH,steamednoodlesss,Aug 13 2018,Thanatosss smiling face with heart-eyes idk if he was a villain in the other books but in one specific book I read on wattpad he was a character I instantly fell in love with loudly crying face  ,0.176,0.644,0.18,0.2846
246,QUEEN OF DEATH,steamednoodlesss,Aug 13 2018,damn I'm excited  slightly smiling face  ,0.25,0.278,0.473,0.3415
247,QUEEN OF DEATH,steamednoodlesss,Aug 13 2018, orange heart  sneezing face  ,0.0,1.0,0.0,0.0
248,QUEEN OF DEATH,steamednoodlesss,Aug 13 2018,and here I was thinking it was a fruit skull  ,0.0,1.0,0.0,0.0
249,QUEEN OF DEATH,steamednoodlesss,Aug 13 2018,ftr orange heart  ,0.0,1.0,0.0,0.0
250,QUEEN OF DEATH,-POINTBREAK-,Aug 01 2018,I just stumbled across this book and I'm disappointed that I didn't find it sooner. I already love the concept of it and it has me fully intrigued already  smiling face with heart-eyes  ,0.083,0.719,0.199,0.6557
251,QUEEN OF DEATH,hiddenlikemoon,Jul 29 2018,I LOVE IT ,0.0,0.192,0.808,0.6369
252,QUEEN OF DEATH,hiddenlikemoon,Jul 29 2018,I AM IN ,0.0,1.0,0.0,0.0
253,QUEEN OF DEATH,hiddenlikemoon,Jul 29 2018,I love you more ,0.0,0.323,0.677,0.6369
254,QUEEN OF DEATH,hiddenlikemoon,Jul 29 2018,Woah ,0.0,1.0,0.0,0.0
255,QUEEN OF DEATH,hiddenlikemoon,Jul 29 2018,I am in love with this book already ,0.0,0.588,0.412,0.6369
256,QUEEN OF DEATH,hiddenlikemoon,Jul 29 2018,I AM HEREE ,0.0,1.0,0.0,0.0
257,QUEEN OF DEATH,mishtix_x,Jul 22 2018,I love the start. To be honest when I first started reading this  I had this feeling that this work have got full chance to win the Wattys this year. <3 ,0.0,0.552,0.448,0.9503
258,QUEEN OF DEATH,gobliii8990By,Jul 20 2018,Wow!!! This quote is actually pure perfection ☆♡ ,0.0,0.417,0.583,0.8547
259,QUEEN OF DEATH,GoldenShandrie28029,Jul 17 2018,my favorite is Aphrodite ,0.0,0.5,0.5,0.4588
260,QUEEN OF DEATH,GoldenShandrie28029,Jul 17 2018,Ghaddamn I love him ,0.0,0.323,0.677,0.6369
261,QUEEN OF DEATH,GoldenShandrie28029,Jul 17 2018,(sigh)  Greek mythology is bae ,0.0,1.0,0.0,0.0
262,QUEEN OF DEATH,Silver-Word,Jul 16 2018,I got goosebumps. ,0.0,1.0,0.0,0.0
263,QUEEN OF DEATH,highqualityoli,Jul 16 2018,i can't wait to read further! this looks really good! ,0.0,0.679,0.321,0.5827
264,QUEEN OF DEATH,BooksOfAnyKind,Jul 10 2018,I'm  very excited to see where you take this. Most retellings have persephone not doing things of her own free will. ,0.0,0.76,0.24,0.7178
265,QUEEN OF DEATH,riyamcyriac,Jul 07 2018,My goodness this looks fabulous ,0.0,0.319,0.681,0.7506
266,QUEEN OF DEATH,shekissedthemoon,Jul 04 2018,wow ,0.0,0.0,1.0,0.5859
267,QUEEN OF DEATH,heartsails,Jul 04 2018,OMFG who said this quote ,0.0,1.0,0.0,0.0
268,QUEEN OF DEATH,Jasleen6,Jul 04 2018,Oh hell. I'm going to drooling while reading about all these wickedly handsome gods. ,0.352,0.502,0.146,-0.6705
269,QUEEN OF DEATH,Jasleen6,Jul 04 2018,I wish it was me who Hades wanted and not Persephone. I'd kill to be with someone as enchanting as Hades. ,0.0,0.737,0.263,0.7534
270,QUEEN OF DEATH,MoonyChris,Jul 03 2018,Hey @rubyruins . I can't wait to read this! And btw I really love Greek mythology. I haven't really seen any book like this on Wattpad  so this is a first for me! And I think this will be cool! ,0.0,0.753,0.247,0.8798
271,QUEEN OF DEATH,MoonyChris,Jul 03 2018,I would never. You deserve all those readers ya get  ) and I'm so excited to read this! ,0.0,0.815,0.185,0.528
272,QUEEN OF DEATH,MoonyChris,Jul 03 2018,Why is it that I know every single song here? ,0.0,1.0,0.0,0.0
273,QUEEN OF DEATH,MoonyChris,Jul 03 2018,Hecate and Athena are my immediate favorites ,0.0,0.682,0.318,0.4215
274,QUEEN OF DEATH,MoonyChris,Jul 03 2018,Thanks. I wouldn't want to read that kind of stuff. ,0.11,0.629,0.261,0.3975
275,QUEEN OF DEATH,MoonyChris,Jul 03 2018, man facepalming medium skin tone  Why Zeus ,0.0,1.0,0.0,0.0
276,QUEEN OF DEATH,MoonyChris,Jul 03 2018,Oooh I'm gonna read Poseidon and Amphitrite when I can! ,0.0,1.0,0.0,0.0
277,QUEEN OF DEATH,MoonyChris,Jul 03 2018,Ily tooooooo!!!! ,0.0,0.152,0.848,0.7627
278,QUEEN OF DEATH,MoonyChris,Jul 03 2018,I love this specific topic of Greek mythology ,0.0,0.588,0.412,0.6369
279,QUEEN OF DEATH,MoonyChris,Jul 03 2018,Death as a lover... I couldn't imagine that. He probably got married to continue his line ,0.231,0.769,0.0,-0.5994
280,QUEEN OF DEATH,MoonyChris,Jul 03 2018,*straps seatbelt in* IM READY.  And also  this is a very unique idea I have never read before. A retelling of Hades and his spouse. Let alone it being in the Greek Mythology. Very cool  ) ,0.054,0.787,0.158,0.5894
281,QUEEN OF DEATH,awtsider,Jul 03 2018,This looks amazing already! ,0.0,0.423,0.577,0.6239
282,QUEEN OF DEATH,_lovepenny,Jul 03 2018,*cough* Gods & Monsters by Lana del Rey *cough* ,0.0,1.0,0.0,0.0
283,QUEEN OF DEATH,_lovepenny,Jul 03 2018,Wow! This is such a clever way to show the playlist  I love it! ,0.0,0.437,0.563,0.9115
284,QUEEN OF DEATH,seeyuhrah,Jun 24 2018,I love the playlisttttt ,0.0,0.323,0.677,0.6369
285,QUEEN OF DEATH,seeyuhrah,Jun 24 2018,Greek mythology my goshh ,0.0,1.0,0.0,0.0
286,QUEEN OF DEATH,olympuses,Jun 18 2018,DO IT OMG ,0.0,1.0,0.0,0.0
287,QUEEN OF DEATH,lowkeyloki__,Jun 09 2018,YES YOU WON'T  YOU COPYCATS! ,0.0,0.572,0.428,0.4574
288,QUEEN OF DEATH,lowkeyloki__,Jun 09 2018,Yessssssssssssss ,0.0,1.0,0.0,0.0
289,QUEEN OF DEATH,halimalfoy,May 02 2018,b-but black... ,0.0,1.0,0.0,0.0
290,QUEEN OF DEATH,halimalfoy,May 02 2018, hundred points  ready for this ,0.0,0.615,0.385,0.3612
291,QUEEN OF DEATH,wraithed,Apr 03 2018,YES! ,0.0,0.0,1.0,0.4574
292,QUEEN OF DEATH,sarcasticbitchQueen,Mar 29 2018,Knowing how AMAZING your writing is! And how much time I actually spend reading your stories when I should be doing my Homework...I would love to see all these concepts come to light!  (When you're a grammar  spelling and punctuation Nazi  you spend half an hour reviewing and re-writing your own comment...yeah  I have a problem) ,0.0,0.84,0.16,0.8838
293,QUEEN OF DEATH,freckledtears,Mar 18 2018,i forgot you could change that  huh... ,0.0,1.0,0.0,0.0
294,QUEEN OF DEATH,freckledtears,Mar 18 2018,you shant speak for someone you know not. ,0.0,1.0,0.0,0.0
295,QUEEN OF DEATH,KUROANGEL15,Mar 11 2018, smiling face with heart-eyes  smiling face with heart-eyes  ,0.0,0.5,0.5,0.7184
296,QUEEN OF DEATH,lifeless_nerd,Mar 05 2018,I love this! ,0.0,0.182,0.818,0.6696
297,QUEEN OF DEATH,elafai,Feb 27 2018,Persephone  my queeeen!!!! Fave since the beginningggggg ,0.0,0.596,0.404,0.6209
298,QUEEN OF DEATH,kindwishes,Feb 20 2018,I always look forward to the aesthetics page ,0.0,1.0,0.0,0.0
299,QUEEN OF DEATH,suga-crush,Jan 26 2018,Can I join your army? ,0.0,0.577,0.423,0.296
300,QUEEN OF DEATH,suga-crush,Jan 26 2018,Wuv you too ,0.0,1.0,0.0,0.0
301,QUEEN OF DEATH,suga-crush,Jan 26 2018,Yesss ,0.0,1.0,0.0,0.0
302,QUEEN OF DEATH,suga-crush,Jan 26 2018,I'm ready ,0.0,0.286,0.714,0.3612
303,QUEEN OF DEATH,itssaliicee,Jan 17 2018,im in LOVE w your cover damnnnn ,0.0,0.503,0.497,0.7125
304,QUEEN OF DEATH,cxcelsior,Jan 12 2018,um  i'm not sure if i quite catch that? did you say hades and persephone? ,0.152,0.848,0.0,-0.323
305,QUEEN OF DEATH,cxcelsior,Jan 12 2018,oH yES  hE IS ,0.0,0.526,0.474,0.4019
306,QUEEN OF DEATH,cxcelsior,Jan 12 2018,omg the skills!! ,0.0,1.0,0.0,0.0
307,QUEEN OF DEATH,1-800-LUSTING,Jan 09 2018,TRY ME BICH ,0.0,1.0,0.0,0.0
308,QUEEN OF DEATH,1-800-LUSTING,Jan 09 2018,chu wont i will rip you up ,0.0,1.0,0.0,0.0
309,QUEEN OF DEATH,honeyhigh,Jan 08 2018,i'm so excited omgg!! ,0.0,0.478,0.522,0.5068
310,QUEEN OF DEATH,inclining,Jan 06 2018,OOOOOO  there'll be more! I'm shook and ready! ,0.156,0.557,0.287,0.3412
311,QUEEN OF DEATH,movedonsis,Jan 05 2018,yikes  i wont like that at all ,0.297,0.703,0.0,-0.2755
312,QUEEN OF DEATH,movedonsis,Jan 05 2018,tbh im no Greek mythology expert  in fact  entirely far from one  but i read the retellings and whatnot anyway ,0.082,0.918,0.0,-0.1531
313,QUEEN OF DEATH,PluckThatPeach,Jan 05 2018,I was wondering how you were gonna manage it all  face with tears of joy  ,0.107,0.678,0.215,0.4404
314,QUEEN OF DEATH,PluckThatPeach,Jan 05 2018,*growls*  DONT MESS WITH MY QUEEN ,0.0,0.653,0.347,0.3924
315,QUEEN OF DEATH,PluckThatPeach,Jan 05 2018,ME MORE ,0.0,1.0,0.0,0.0
316,QUEEN OF DEATH,PluckThatPeach,Jan 05 2018,YASS I LOVE GREEK MYTHOLOGY ,0.0,0.417,0.583,0.6369
317,QUEEN OF DEATH,PluckThatPeach,Jan 05 2018,OKAY I LOVE IT ALREADY ,0.0,0.247,0.753,0.7269
318,QUEEN OF DEATH,PluckThatPeach,Jan 05 2018,IM MELTING ALREADY ,0.0,1.0,0.0,0.0
319,QUEEN OF DEATH,gulabjamuns,Jan 03 2018,I've GOT to check these out! ,0.0,1.0,0.0,0.0
320,QUEEN OF DEATH,gulabjamuns,Jan 03 2018,Ahhh count me in ,0.0,1.0,0.0,0.0
321,QUEEN OF DEATH,skypillars,Jan 03 2018,Love ye as well ,0.0,0.241,0.759,0.743
322,QUEEN OF DEATH,skypillars,Jan 03 2018,Wait!!! ,0.0,1.0,0.0,0.0
323,QUEEN OF DEATH,skypillars,Jan 03 2018,I cannot ,0.0,1.0,0.0,0.0
324,QUEEN OF DEATH,skypillars,Jan 03 2018,Gods ,0.0,1.0,0.0,0.0
325,QUEEN OF DEATH,skypillars,Jan 03 2018,This. Is. Amazing  ,0.0,0.345,0.655,0.5859
326,QUEEN OF DEATH,skypillars,Jan 03 2018,Watch me make him one ,0.0,1.0,0.0,0.0
327,QUEEN OF DEATH,AlyradiAngelo,Jan 02 2018,Oh my god ,0.0,0.488,0.512,0.2732
328,QUEEN OF DEATH,reverielles,Jan 02 2018,COUGH COUGH *i testify as a hell hound* COUGH ,0.397,0.603,0.0,-0.6808
329,QUEEN OF DEATH,reverielles,Jan 02 2018,yes greek mythology inspired! ,0.0,0.244,0.756,0.7345
330,QUEEN OF DEATH,reverielles,Jan 02 2018,IM READY ,0.0,0.286,0.714,0.3612
331,QUEEN OF DEATH,collaterals,Jan 02 2018,Thanks for the dedication bae  i love youuuu  smiling face with heart-eyes  face blowing a kiss  smiling face with heart-eyes  face blowing a kiss  smiling face with heart-eyes  ,0.0,0.453,0.547,0.967
332,QUEEN OF DEATH,beautlyes,Jan 02 2018,I love this ,0.0,0.192,0.808,0.6369
333,QUEEN OF DEATH,collaterals,Jan 02 2018,Here i am bitches  i've got a brain and fingers and i know how to use them. Be aware ,0.206,0.794,0.0,-0.5994
334,QUEEN OF DEATH,collaterals,Jan 02 2018,Aaaaa POSEIDON AND AMPHITRITE AAAAAaAaaa ,0.0,1.0,0.0,0.0
335,QUEEN OF DEATH,collaterals,Jan 02 2018,This is so wickedly beautiful ,0.357,0.269,0.374,0.0483
336,QUEEN OF DEATH,collaterals,Jan 02 2018,PERSEPHONE  SWEETY  I WISH I WAS YOUUUU ,0.0,0.597,0.403,0.4019
337,QUEEN OF DEATH,vintagebeats,Jan 02 2018,i am intrigued and can't wait to read this ,0.0,1.0,0.0,0.0
338,QUEEN OF DEATH,goldfyres,Nov 13 2017,I'm in love with your writing ,0.0,0.543,0.457,0.6369
339,QUEEN OF DEATH,VonKastelle,Oct 31 2017,Same  though. Such an interesting dynamic.  blue heart  ,0.0,0.531,0.469,0.6486
340,QUEEN OF DEATH,meggy_mcmillian,Oct 06 2017,Or the hellhounds *cough* (Percy Jackson) ,0.0,1.0,0.0,0.0
341,QUEEN OF DEATH,literalight,Sep 06 2017, face with tears of joy  face with tears of joy  face with tears of joy  face with tears of joy  face with tears of joy  face with tears of joy  face with tears of joy  face with tears of joy  ,0.218,0.345,0.437,0.969
342,QUEEN OF DEATH,literalight,Sep 06 2017,Wasn't she  like  forced to marry him or something???  Argh  there are so many versions i don't even know what's the original storyline anymore xD ,0.068,0.64,0.292,0.7912
343,QUEEN OF DEATH,literalight,Sep 06 2017,YAS I HAVE A LOVE FOR MYTHOLOGY (a tiny part of me  but its still there) ,0.0,0.814,0.186,0.4527
344,QUEEN OF DEATH,juliet_dies,Sep 05 2017,Hades and persephone. My parents!!! (Not lying I will fight everyone who says they aren't. Omg right okay but this is such a fuuuking awesome idea and I already love all of this   red heart  ,0.119,0.605,0.276,0.8999
345,QUEEN OF DEATH,skypillars,Sep 04 2017,We've all been  I men they're like a power couple because while Hades rules over the underworld his wife Persephone the goddess of spring who is usually portrayed as this fragile delicate flower rules along him as a queen! ,0.0,0.895,0.105,0.4574
346,QUEEN OF DEATH,romanticismskiss,Aug 28 2017,Yasss throw them to the wolves ,0.0,1.0,0.0,0.0
347,QUEEN OF DEATH,Mardais,Aug 20 2017,Ohh...interesting! ,0.0,1.0,0.0,0.0
348,QUEEN OF DEATH,Spark187,Aug 12 2017,I love this story. I can't wait to see your take on it. ,0.0,0.704,0.296,0.6369
349,PRELUDE,blue_eye56,Nov 09 2020,I stan  red heart  ,0.0,1.0,0.0,0.0
350,PRELUDE,zuzypiia,Oct 04 2020,i stan this ,0.0,1.0,0.0,0.0
351,PRELUDE,zuzypiia,Oct 04 2020,i might be obsessed with this already  loudly crying face  ,0.407,0.593,0.0,-0.5859
352,PRELUDE,-godling,Aug 13 2020,pERFECTTTT ,0.0,1.0,0.0,0.0
353,PRELUDE,theautumnhallows,Aug 03 2020,this is so strooooooong!!! ,0.0,1.0,0.0,0.0
354,PRELUDE,daisy_nightmares,Jul 17 2020,H o t sparkles  ,0.0,0.0,1.0,0.3182
355,PRELUDE,angvstvi,Jul 02 2020,powerful ,0.0,0.0,1.0,0.4215
356,PRELUDE,Abercrombiep,Mar 23 2020,I Stan red heart  ,0.0,1.0,0.0,0.0
357,PRELUDE,atena14,Nov 15 2019,awesome ! ,0.0,0.0,1.0,0.6588
358,PRELUDE,milknhon3y,Oct 11 2019, red heart  red heart  ,0.0,1.0,0.0,0.0
359,PRELUDE,authormahimistry,Aug 14 2019,Yes  I stan. I stan very much. I am loving this ,0.0,0.466,0.534,0.7823
360,PRELUDE,authormahimistry,Aug 14 2019,*moans bc of the eyegasm* this is everything and I'm speechy ,0.0,1.0,0.0,0.0
361,PRELUDE,BananaZurc,Jul 15 2019,Your preference is kinda different girl  grinning face with sweat  ,0.0,0.801,0.199,0.3041
362,PRELUDE,moonandstarsishy,Jul 14 2019,Yes this is awesome ,0.0,0.227,0.773,0.7783
363,PRELUDE,moonandstarsishy,Jul 14 2019,WOAH ,0.0,1.0,0.0,0.0
364,PRELUDE,StarryyNightmare,Jul 12 2019,That was INSANE yet emotional kind of  thinking about this character's point of view is interesting why would she say that?  star-struck  sparkles  ,0.118,0.654,0.227,0.2885
365,PRELUDE,emilyawesome383,Jun 25 2019,Oh  My God.   I  Love This.   red heart  red heart  red heart  ,0.0,0.588,0.412,0.743
366,PRELUDE,orphiicc,Jun 19 2019,I'm already going to stan ,0.0,1.0,0.0,0.0
367,PRELUDE,anotherplainJ,May 27 2019,Currently having a small aneurysm due to the majesticness of this. ,0.0,1.0,0.0,0.0
368,PRELUDE,KendallShaw,Apr 27 2019,Just..yes  yes  yes ,0.0,0.156,0.844,0.6597
369,PRELUDE,EquinoxJam,Mar 18 2019,Oof  red heart  ,0.0,1.0,0.0,0.0
370,PRELUDE,EquinoxJam,Mar 18 2019,I love this even more  red heart  clapping hands medium-light skin tone  rose  ,0.0,0.724,0.276,0.6369
371,PRELUDE,arabianights-,Mar 12 2019,YES!!! ,0.0,0.0,1.0,0.5538
372,PRELUDE,shiacer,Mar 10 2019,yes please ,0.0,0.0,1.0,0.6124
373,PRELUDE,_JustAnotherIdiot,Feb 12 2019,I'm honestly speechless! That's amazing ,0.0,0.297,0.703,0.7959
